step,pElo,nll
28001,533.8,12.32753
28028,568.047,14.22131
28054,624.067,5.43896
28075,556.655,10.98391
28101,600.529,11.08374
28128,630.162,9.23839
28154,605.328,10.22952
28175,572.347,9.85386
28202,624.067,11.182
28228,561.074,11.73535
28254,567.181,12.90382
28275,546.762,12.43982
28302,562.828,13.11537
28328,664.659,10.13732
28355,583.333,11.17431
28376,512.488,6.14702
28402,601.332,9.86107
28428,641.405,9.99798
28454,572.347,10.63554
28476,574.907,9.92083
28502,574.907,6.7934
28528,647.308,10.29283
28555,500.309,8.82236
28576,549.484,14.59594
28602,618.674,9.54675
28629,640.663,9.03621
28655,564.575,8.49146
28676,542.182,9.07708
28702,541.26,14.18793
28728,591.602,12.19203
28755,606.123,10.32883
28776,533.8,14.71269
28802,538.479,7.4798
28829,568.047,14.59099
28855,552.188,10.89306
28876,584.999,6.09824
28903,540.335,13.36396
28929,594.868,8.89845
28950,528.108,6.74805
28977,630.162,8.91477
29003,588.312,9.99931
